qid,category,confidence,question
test_0372,KNOWLEDGE,0.9,"Khi đốt 5g một mẫu thép trong khí ôxi thì thu được 0,1g khí CO2. Vậy phần trăm cacbon có chứa trong thép là:..."
test_0373,MATH,1.0,"Một quả bóng bay hình cầu có bán kính $ R $ đang được bơm phồng. Áp suất bên trong quả bóng tỷ lệ thuận với lực căng bề mặt $ \sigma $ và tỷ lệ nghịch với bán kính $ R $. Nếu bán kính của quả bóng được nhân đôi, áp suất bên trong quả bóng thay đổi theo nhân tử nào?..."
test_0374,KNOWLEDGE,0.9,Một công ty sản xuất sách giáo khoa được coi là đang sản xuất...
test_0375,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Chùa Quang Hoa (Hà Nội) Nội dung: Theo tấm bia ""Quang Hoa tự thập phương bi"" hiện dựng ở chùa Quang Hoa thì chùa xưa vốn ở thôn Quang Hoa, phía tây thôn Thiền quang (hai thôn này nằm trong công viên Thống nhất hiện nay). Tấm bia khắc năm thứ 12 niên hiệu Tự ..."
test_0376,KNOWLEDGE,0.9,Đối tượng nào sau đây không phải là 'Người sử dụng đất' theo quy định của Luật Đất đai năm 2024?...
test_0377,MATH,1.0,"Xét tập hợp $ T = \{2, 3, 5, 7, 11\} $. Bạn cần chọn một tập con của $ T $ sao cho tổng các phần tử trong tập con được tối đa hóa, nhưng tổng phải nhỏ hơn hoặc bằng 15. Tập con nào trong các tập con sau thỏa mãn điều kiện này?..."
test_0378,MATH,0.95,"Một nhà quản lý danh mục đầu tư đang xem xét giữa hai chiến lược đầu tư, X và Y, để tối đa hóa lợi nhuận kỳ vọng đồng thời xem xét rủi ro. Chiến lược X có lợi nhuận kỳ vọng là 8% với độ lệch chuẩn là 10%, trong khi chiến lược Y có lợi nhuận kỳ vọng là 12% với độ lệch chuẩn là 15%. Tỷ lệ phi rủi ro l..."
test_0379,KNOWLEDGE,0.9,Mô hình tài chính chính mà các Tổ chức Quản lý Sức khỏe (HMOs) sử dụng để nhận thanh toán cho việc cung cấp dịch vụ chăm sóc sức khỏe là gì?...
test_0380,KNOWLEDGE,0.9,Làm thế nào để công chức lợi dụng quyền lực để tham nhũng hiệu quả nhất?...
test_0381,KNOWLEDGE,0.9,Tiêu chí nào sau đây **không** thường được sử dụng trong việc đánh giá một giả thuyết khoa học?...
test_0382,MATH,0.95,"Nếu ràng buộc ngân sách của người tiêu dùng được cho bởi phương trình 5X + 10Y = 100, trong đó X và Y là lượng của hai mặt hàng, thì chi phí cơ hội của một đơn vị mặt hàng X tính theo mặt hàng Y là bao nhiêu?..."
test_0383,KNOWLEDGE,0.9,Chủ Tịch Hồ Chí Minh đã tiếp thu những giá trị tích cực nào từ Nho giáo để phục vụ cách mạng?...
test_0384,KNOWLEDGE,0.9,Cuộc thi người mẫu nào tổ chức quy mô toàn quốc phải có giấy phép của ai?...
test_0385,KNOWLEDGE,0.9,"Trong kỹ thuật phân trang bộ nhớ, sử dụng thanh ghi cho Page table trong trường hợp nào?..."
test_0386,KNOWLEDGE,0.9,"Theo Tư tưởng Hồ Chí Minh, điều kiện để quyền của nhân dân được bảo đảm là gì?..."
test_0387,KNOWLEDGE,0.9,Khí nhà kính nào chiếm khoảng một nửa khối lượng khí nhà kính?...
test_0388,MATH,0.95,"Một dung dịch đệm được chuẩn bị bằng cách trộn các thể tích bằng nhau của 0.1 M amoniac (NH₃) và 0.1 M amoni clorua (NH₄Cl). Biết rằng pKb của amoniac là 4.75, pH của dung dịch đệm là bao nhiêu?..."
test_0389,MATH,0.95,Để đo công suất tiêu thụ trong mạng 3 pha 3 dây không đối xứng thường dùng:...
test_0390,MATH,1.0,"Xét một hệ thống gồm $ N $ hạt giống nhau, mỗi hạt có thể ở một trong hai trạng thái: trạng thái cơ bản với năng lượng $ E_0 = 0 $ và trạng thái kích thích với năng lượng $ E_1 $. Hệ thống ở trạng thái cân bằng nhiệt với một nguồn nhiệt ở nhiệt độ $ T $. Hàm phân phối $ Z $ của hệ thống được cho bởi..."
test_0391,READING,1.0,"Đoạn thông tin: Trần Nhân Tông - Thân thế. Trần Nhân Tông tên thật là Trần Khâm (陳昑), sinh ngày 11 tháng 11 âm lịch năm Mậu Ngọ niên hiệu Thiệu Long năm thứ 1 (tức ngày 7 tháng 12 năm 1258). Ông là con trai đầu lòng của Trần Thánh Tông và Nguyên Thánh Thiên Cảm Hoàng hậu Trần Thị Thiều. Theo ""Đại Vi..."
test_0392,MATH,1.0,"Một đường truyền có trở kháng đặc trưng $ Z_0 = 75 \, \Omega $ được kết nối với một trở kháng tải $ Z_L $. Đường truyền có chiều dài $ \lambda/2 $, trong đó $ \lambda $ là bước sóng của tín hiệu. Nếu trở kháng đầu vào $ Z_{in} $ tại đầu nguồn của đường truyền là $ 50 \, \Omega $, thì giá trị của trở..."
test_0393,KNOWLEDGE,0.9,Làm thế nào mà lũ lụt hàng năm của sông Nile ảnh hưởng đến quan điểm của người Ai Cập về thế giới?...
test_0394,MATH,0.95,"Trong ngắn hạn, hàm sản xuất của doanh nghiệp được biểu diễn dưới dạng Q = 10L - 0.1L^2, trong đó Q là sản lượng và L là lao động. Số lượng đơn vị lao động tối đa mà doanh nghiệp có thể thuê để tối đa hóa sản lượng là bao nhiêu?..."
test_0395,MATH,1.0,"Một khối có khối lượng $ m $ được đặt trên mặt phẳng nghiêng không ma sát tạo thành góc $ \theta $ với phương ngang. Khối được thả từ trạng thái nghỉ và trượt xuống mặt phẳng. Nếu khối di chuyển một quãng đường $ d $ dọc theo mặt phẳng trong thời gian $ t $, biểu thức nào sau đây mô tả đúng mối quan..."
test_0396,KNOWLEDGE,0.9,"Để phá hoại tinh thần yêu nước và đoàn kết của nhân dân trong các cuộc khởi nghĩa chống Pháp, một người muốn kích động những mâu thuẫn giữa các tầng lớp nhân dân, chẳng hạn như nông dân và sĩ phu, có thể thực hiện hành động nào?..."
test_0397,MATH,0.95,"Trong một thị trường có năm doanh nghiệp, các tỷ lệ thị phần như sau: Doanh nghiệp A chiếm 50%, Doanh nghiệp B chiếm 25%, Doanh nghiệp C chiếm 15%, Doanh nghiệp D chiếm 7%, và Doanh nghiệp E chiếm 3%. Tính Chỉ số Herfindahl-Hirschman (HHI) cho thị trường này. Dựa trên HHI, câu nào trong các câu sau ..."
test_0398,KNOWLEDGE,0.9,"Phân loại hệ thống chính trị theo dấu hiệu của Đảng cầm quyền trong hệ thống, người ta không thấy có mô hình nào sau đây:..."
test_0399,KNOWLEDGE,0.9,"Theo Chủ Tịch Hồ Chí Minh, đặc trưng kinh tế nổi bật nhất của chủ nghĩa xã hội là gì?..."
test_0400,KNOWLEDGE,0.9,"Dựa trên dữ liệu năm 2024, thành phố nào có tỷ lệ hồ sơ nộp trực tuyến cao hơn và con số cụ thể là bao nhiêu?..."
test_0401,KNOWLEDGE,0.9,Ngôi chùa An Dã được xây dựng trên núi nào?...
test_0402,MATH,1.0,"Một dây dẫn thẳng dài mang dòng điện $ I $ và được bao quanh bởi một lớp vỏ trụ bán kính $ R $ với mật độ dòng điện đều $ J $ chảy theo hướng ngược lại. Lớp vỏ không dẫn điện. Tại khoảng cách $ r $ từ dây dẫn, với $ R < r $, độ lớn của từ trường $ B $ là bao nhiêu?..."
test_0403,MATH,1.0,"Xét một hệ thống gồm $ N $ hạt giống nhau, mỗi hạt có các mức năng lượng được cho bởi $ E_n = n \epsilon $ với $ n = 0, 1, 2, \ldots $. Hệ thống này ở trạng thái cân bằng nhiệt với một nguồn nhiệt ở nhiệt độ $ T $. Hỏi hàm phân phối $ Z $ của một hạt đơn lẻ trong hệ thống này là gì?..."
test_0404,KNOWLEDGE,0.9,"Theo quy định tại Nghị định 125/2025/NĐ-CP, người nộp phí, lệ phí có thể lựa chọn hình thức nộp nào dưới đây?..."
test_0405,KNOWLEDGE,0.9,"Chủ Tịch Hồ Chí Minh khẳng định “Nhà nước ta là Nhà nước dân chủ nhân dân, dựa trên nền tảng liên minh công – nông, do giai cấp……. lãnh đạo”. Điền từ thích hợp vào chỗ trống..."
test_0406,MATH,0.95,"Một cửa hàng tạp hóa địa phương đã tăng giá một món đồ ăn vặt phổ biến từ 2,00 đô la lên 2,50 đô la, và lượng cầu giảm từ 100 đơn vị xuống 80 đơn vị. Sử dụng công thức trung điểm, hãy xác định độ co giãn của cầu theo giá đối với món đồ ăn vặt này?..."
test_0407,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: Mạt pháp Content: Mạt Pháp (tiếng Trung: Mòfǎ 末法; tiếng Nhật: Mappō 末法), trong tư tưởng Phật giáo Đại thừa Đông Á nhất là Tịnh độ tông, là từ chỉ giai đoạn ở đó các giáo lý mà Phật dạy (Pháp) trở nên mai một (Mạt) và chỉ còn hình thức. Trong giai đoạn Mạt Pháp..."
test_0408,KNOWLEDGE,0.9,Mối quan hệ giữa trở kháng mỗi pha của tải nối sao và trở kháng mỗi pha của tải nối tam giác trong hệ thống ba pha cân bằng là gì?...
test_0409,READING,1.0,"Đoạn thông tin: Title: Neil Diamond Content: Neil Leslie Diamond (sinh ngày 24 tháng 1 năm 1941) là một ca sĩ-songwriter, nhạc sĩ và diễn viên người Mỹ. Là một trong những nghệ sĩ bán chạy nhất mọi thời đại, ông đã bán được hơn 135 triệu bản thu âm trên toàn thế giới kể từ khi bắt đầu sự nghiệp vào ..."
test_0410,KNOWLEDGE,0.9,"Nếu một công ty có 10.000 cổ phần phổ thông đang lưu hành và phát hành thêm 1.000 cổ phần mới, thì phần trăm sở hữu của các cổ đông hiện tại sẽ thay đổi như thế nào, giả sử họ không mua bất kỳ cổ phần mới nào?..."
test_0411,READING,1.0,Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Ưu đãi Phòng khách hạng thương gia (Phòng chờ sân bay) Nội dung: Ưu đãi sử dụng Phòng khách hạng thương gia tại các sân bay Quốc tế trong nước là chương trình CSKH thường niên dành cho Hội viên cao cấp. - Chính sách như sau: + Hội viên hạng Kim cương: Miễn p...
test_0412,MATH,0.95,"Công ty Z có tỷ số giá-thu nhập (P/E) hiện tại là 12 và tỷ số giá-thu nhập mục tiêu (P/E) là 14. Giả sử lợi nhuận trên cổ phiếu (EPS) của công ty không thay đổi, thì mức tăng dự kiến của giá cổ phiếu công ty là bao nhiêu?..."
test_0413,READING,1.0,"Đoạn thông tin: Cheomseongdae Cheomseongdae (Tiếng Triều Tiên: 첨성대, Chữ Hán: 瞻星臺 Chiêm tinh đài) là một đài quan sát thiên văn ở Gyeongju, Hàn Quốc. Chiêm tinh đài có nghĩa là đài trông sao. Đây là đài thiên văn tồn tại lâu đời nhất ở Châu Á, và thậm chí là trên thế giới. Hiện chưa rõ đài thiên văn ..."
test_0414,KNOWLEDGE,0.9,"Vào ngày 30 tháng 1 năm 2019, Printing Plus đã mua nguyên vật liệu trả chậm với giá 500 đô la, khoản thanh toán sẽ được thực hiện trong vòng ba tháng. Tác động đến phương trình kế toán là gì?..."
test_0415,MATH,0.95,"Khoảng cách giữa hai cực của ống phóng tia X bằng 2 cm, hiệu điện thế giữa hai cực là 100 kV. Cường độ điện trường giữa hai cực bằng:..."
test_0416,MATH,0.95,"Điện trở tương đương của hai điện trở, R_1 = 300 Ω và R_2 = 200 Ω, được mắc song song là bao nhiêu?..."
test_0417,KNOWLEDGE,0.9,Câu hỏi nào sau đây là phát biểu chính xác về toàn cầu hóa và tác động của nó đến các nước phát triển?...
test_0418,READING,1.0,"Đoạn thông tin: Title: Thư viện quốc gia Ba Lan Content: Thư viện Quốc gia Ba Lan (tiếng Ba Lan: Biblioteka Narodowa) là thư viện trung tâm của Ba Lan, trực tiếp thuộc Bộ Văn hóa và Di sản Quốc gia Cộng hòa Ba Lan. Thư viện là nơi lưu trữ sách, tạp chí, ấn phẩm điện tử và nghe nhìn được xuất bản trê..."
test_0419,KNOWLEDGE,0.9,"Nếu một trái phiếu trả lãi suất danh nghĩa là 4% mỗi năm, nhưng lạm phát là 3% mỗi năm, thì lãi suất thực là bao nhiêu?..."
test_0420,MATH,0.95,"Một tụ điện có điện dung 100 μF được nạp đến điện áp 120V. Sau đó, nó được xả qua một điện trở 500 ohm. Thời gian cần thiết để điện áp trên tụ giảm xuống còn 37% giá trị ban đầu là bao lâu?..."
test_0421,READING,1.0,Đoạn thông tin: Tiêu đề: Phaolô Nguyễn Văn Bình Nội dung: Phaolô Nguyễn Văn Bình (1 tháng 9 năm 1910 – 1 tháng 7 năm 1995) là một giám mục của Giáo hội Công giáo Rôma người Việt Nam. Ông nguyên là Tổng giám mục Tiên khởi của Tổng giáo phận Sài Gòn từ năm 1960 đến năm 1995 (từ năm 1976 đổi tên thành ...
test_0422,KNOWLEDGE,0.9,Hệ điều hành sử dụng kỹ thuật cấp phát bộ nhớ liên tục sẽ đễ xảy ra hiện tượng phân mảnh trong bộ nhớ. Nguyên nhân là do đâu?...
test_0423,KNOWLEDGE,0.9,"Theo Bộ luật Dân sự năm 2015, hậu quả pháp lý của giao dịch dân sự vô hiệu được quy định như thế nào?..."
test_0424,KNOWLEDGE,0.9,Loại thụ thể nào là thụ thể estrogen (ER)?...
test_0425,MATH,1.0,"Một phân tử của một hợp chất nhất định có mô men lưỡng cực $ \mu $ và được đặt trong một trường điện đều $ E $. Phân tử có thể định hướng theo trường, và năng lượng thế $ U $ của phân tử trong trường có thể được mô tả bởi phương trình $ U = -\mu E \cos(\theta) $, trong đó $ \theta $ là góc giữa mô m..."
test_0426,READING,1.0,Đoạn thông tin: -- Document 1 -- Title: Assume Form Content: Assume Form là album phòng thu thứ tư của nam ca sĩ kiêm sáng tác nhạc–nhà sản xuất thu âm người Anh James Blake. Album được Polydor Records phát hành vào ngày 18 tháng 1 năm 2019. Các nhà phê bình mô tả album có âm thanh phấn khởi và lạc ...
test_0427,KNOWLEDGE,0.9,Chế tài nào sẽ áp dụng đối với cá nhân vi phạm quy định của Nghị định về lễ hội?...
test_0428,READING,1.0,Đoạn thông tin: [1] Tiêu đề: Tiếng Hindustan Caribe Nội dung: Tiếng Hindustan Caribe là một ngôn ngữ Ấn-Arya được sử dụng bởi người Ấn-Caribe và cộng đồng Ấn-Caribe nhập cư. Nó dựa trên tiếng Bhojpur cùng với những ảnh hưởng từ tiếng Awadh. Những điều này được nói bởi những người lao động theo hợp đ...
test_0429,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: InterContinental Shanghai Wonderland Content: InterContinental Shanghai Wonderland là một khách sạn nằm quận Tùng Giang, cách trung tâm thành phố Thượng Hải, Trung Quốc khoảng 1 giờ lái xe. Dự kiến cuối năm 2018 khai trương. Khách sạn được xây dựng ở một mỏ đá..."
test_0430,KNOWLEDGE,0.9,Cơ quan Quyền lực nhà nước của nước Cộng hòa xã hội chủ nghĩa Việt Nam do ai bầu ra?...
test_0431,MATH,1.0,"Xét trường véc-tơ $\mathbf{G}(x, y, z) = x\mathbf{i} + y\mathbf{j} + z\mathbf{k}$. Trong số các phát biểu sau, phát biểu nào đúng về độ xoáy (curl) và độ phân kỳ (divergence) của $\mathbf{G}$?..."
test_0432,KNOWLEDGE,0.9,"Theo thông tin được cung cấp, sau ngày 1/7/2025, công dân cần liên hệ cấp hành chính nào để thực hiện thủ tục hành chính tại Thành phố Hải Phòng?..."
test_0433,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: đăng ký esim Content: Esim là một dạng sim công nghệ hiện đang được nhiều người dùng ưa chuộng và sử dụng. Người dùng có thể dùng đồng thời esim và sim thường trên cùng 1 thiết bị nếu thiết bị hỗ trợ 2 sim 2 sóng. - Để đăng ký sử dụng eSIM, Anh/Chị cần mang gi..."
test_0434,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Akagi (tàu sân bay Nhật) Nội dung: Akagi (tiếng Nhật: 赤城; Hán-Việt: Xích Thành) là một tàu sân bay của Hải quân Đế quốc Nhật Bản hoạt động trong Chiến tranh Thế giới thứ hai, được đặt tên theo núi Akagi thuộc tỉnh Gunma. Tàu được đặt lườn như một tàu chiến-tuần dương và ..."
test_0435,KNOWLEDGE,0.9,"Khi muốn cấp Giấy chứng nhận đủ điều kiện trạm nạp LPG vào xe bồn, người nộp đơn cần thực hiện bước nào đầu tiên?..."
test_0436,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: Kinh tế Hoa Kỳ Content: Kinh tế Hoa Kỳ (Mỹ) là một nền kinh tế tư bản chủ nghĩa hỗn hợp với kỹ nghệ, mức độ công nghiệp hóa và trình độ phát triển cao. Đây không chỉ là một nền kinh tế phát triển mà còn là nền kinh tế lớn nhất trên thế giới tính theo giá trị G..."
test_0437,READING,1.0,"Đoạn thông tin: Title: Cầy thảo nguyên Content: Cầy thảo nguyên, còn gọi là dúi đồng cỏ hay là sóc chó (tên khoa học Cynomys) là loài gặm nhấm ăn cỏ biết đào hang có nguồn gốc từ những đồng cỏ ở Bắc Mỹ. Có năm loài như sau: Cầy thảo nguyên đuôi đen, Cầy thảo nguyên đuôi trắng, Cầy thảo nguyên Gunnis..."
test_0438,KNOWLEDGE,0.9,"Theo chủ nghĩa Mác – Lê nin, quyền lực chính trị là:..."
test_0439,MATH,1.0,Xét hàm số $ g(t) = \cos(\beta t) \cdot e^{-\gamma t} $ trong đó $ \beta $ và $ \gamma $ là các hằng số dương. Tìm biến đổi Laplace $ \mathcal{L}\{g(t)\} $....
test_0440,READING,1.0,"Đoạn thông tin: Lean On ""Lean On"" là một bài hát của nhóm nhạc người Mỹ Major Lazer và nhà sản xuất âm nhạc người Pháp DJ Snake hợp tác với nghệ sĩ thu âm người Đan Mạch MØ nằm trong album phòng thu thứ ba của Major Lazer, ""Peace Is the Mission"" (2015). Nó được phát hành vào ngày 2 tháng 3 năm 2015 ..."
test_0411,KNOWLEDGE,0.9,Cách tốt nhất để xây dựng lòng tin với người khác là gì?...
test_0442,MATH,0.95,Phương thức nào trong lớp Soket cho phép lấy địa chỉ IP của máy tính kết nối từ xa?...
test_0443,READING,1.0,"Đoạn thông tin: Title: P. T. Barnum Content: Phineas Taylor ""P. T."" Barnum (5 tháng 7 năm 1810 – 7 tháng 4 năm 1891) là một chính trị gia, người trình diễn, và một doanh nhân người Mỹ nổi tiếng vì việc quảng cáo những tin đồn lừa đảo và việc thành lập đoàn xiếc Barnum & Bailey. Mặc dù Barnum cũng là..."
test_0444,MATH,1.0,"Xét một bài toán dẫn nhiệt trạng thái ổn định trong một thanh trụ có bán kính $R$ và chiều dài $L$. Thanh được cách nhiệt trên mặt bên, và hai đầu tại $x = 0$ và $x = L$ được duy trì ở nhiệt độ $T_0$ và $T_L$ tương ứng. Giả sử điều kiện trạng thái ổn định và bỏ qua sự phát sinh nhiệt bên trong thanh..."
test_0445,KNOWLEDGE,0.9,Môn Tiếng Việt giúp học sinh rèn luyện điều gì?...
test_0446,MATH,0.95,"Nếu tỷ lệ lạm phát là 5% và lãi suất danh nghĩa là 10%, thì lãi suất thực là bao nhiêu?..."
test_0447,READING,1.0,"Đoạn thông tin: Title: Lê Minh Sơn Content: Lê Minh Sơn sinh ngày 19 tháng 12 năm 1975 tại Yên Nghĩa, Hà Đông, Hà Nội; là nhạc công, nhạc sĩ Việt Nam và là con trai nhạc sĩ Lê Minh Châu. Anh tốt nghiệp Nhạc viện Hà Nội với hạng xuất sắc và từng tu nghiệp tại Pháp. Âm nhạc của anh gắn bó với dòng nhạ..."
test_0448,MATH,1.0,Xét phép biến đổi $ T: \mathbb{R}^3 \to \mathbb{R}^3 $ được xác định bởi ma trận $ B = \begin{pmatrix} 1 & 0 & 2 \\ 0 & 2 & -1 \\ 3 & 1 & 0 \end{pmatrix} $. Hỏi ảnh của vector $ \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix} $ dưới phép biến đổi này là gì?...
test_0449,KNOWLEDGE,0.9,Tham dự Hội nghị Hợp nhất Đảng tại Cửu Long (Hương Cảng – Trung Quốc) có:...
test_0450,MATH,1.0,"Xét các vector $\mathbf{a} = (1, 2, 3)$, $\mathbf{b} = (4, 5, 6)$ và $\mathbf{c} = (7, 8, 9)$ trong $\mathbb{R}^3$. Thể tích của hình hộp song diện được tạo bởi ba vector này là bao nhiêu?..."
test_0451,KNOWLEDGE,0.9,Tư tưởng chính trong học thuyết chính trị của Khổng tử là:...
test_0452,MATH,1.0,Giả sử $ T: \mathbb{R}^3 \to \mathbb{R}^3 $ là một toán tử tuyến tính được biểu diễn bởi ma trận $$= \begin{pmatrix}& 1 & 0 \\& 2 & 1 \\& 0 & 2. Câu nào sau đây là đúng về các giá trị riêng của $ T $?...
test_0453,MATH,1.0,"Xét hàm số $ f(t) = e^{-at} \cos(bt) $ với $ t \geq 0 $, trong đó $ a $ và $ b $ là các hằng số dương. Biến đổi Laplace của $ f(t) $ là gì?..."
test_0454,KNOWLEDGE,0.9,"Nếu một kỹ sư phát hiện ra việc tính phí quá mức bởi công ty của họ và được một chủ sở hữu (principal) khuyên rằng các khoản phí quá mức là cần thiết để bù đắp cho các chi phí được ước tính thấp, hành động nào trong số các hành động sau đây phù hợp với khái niệm bảo vệ người tố giác?..."
test_0455,KNOWLEDGE,0.9,Giả sử một chủ doanh nghiệp tư nhân vay nợ cá nhân. Câu nào sau đây là đúng về khoản nợ này?...
test_0456,KNOWLEDGE,0.9,Câu hỏi: Chức năng chính của máy khế tích tai trong là gì?...
test_0457,MATH,1.0,"Xét một thị trường độc quyền hai hãng, với hai hãng X và Y cạnh tranh về lượng sản phẩm (cạnh tranh Cournot). Hàm chi phí của mỗi hãng được cho bởi $ C(q) = 2q $, trong đó $ q $ là lượng sản phẩm sản xuất. Hàm cầu thị trường là $ P = 20 - Q $, trong đó $ Q = q_X + q_Y $ là tổng lượng sản phẩm do cả ..."
test_0458,MATH,1.0,"Xét một hệ thống động lực tuyến tính được mô tả bởi ma trận $ A = \begin{pmatrix} -1 & 3 \\ -3 & -1 \end{pmatrix} $. Gọi $ \lambda_1 $ và $ \lambda_2 $ là các giá trị riêng của $ A $. Trong số các phát biểu sau, phát biểu nào đúng về các giá trị riêng và tính ổn định của hệ thống?..."
test_0459,READING,1.0,"Đoạn thông tin: Title: DTS (hệ thống âm thanh) Content: DTS, Inc. (có nguồn gốc là Digital Theater Systems) là một công ty Mỹ sản xuất các công nghệ âm thanh đa kênh cho phim và video. Có trụ sở tại Calabasas, California, công ty đã giới thiệu công nghệ DTS của mình vào năm 1993 với tư cách là đối t..."
test_0460,READING,1.0,Đoạn thông tin: Tiêu đề: Thú bơi lội Nội dung: Thú thủy hợp (hay còn gọi là thú bơi lội hay còn gọi là thú thủy sinh hay động vật có vú sống dưới nước hay thú thích nước) là tên gọi chỉ về một nhóm động vật có vú (lớp thú) khác nhau sống một phần hoặc toàn bộ trong các vùng nước. Chúng bao gồm các l...
test_0461,KNOWLEDGE,0.9,Năng lực là gì?...
test_0462,KNOWLEDGE,0.9,Tìm câu tục ngữ có ý nghĩa giống với câu tục ngữ: “Một mặt người bằng mười mặt của”....
test_0463,KNOWLEDGE,0.9,Phương pháp giáo dục thuyết phục có mối quan hệ mật thiết với yếu tố nào?...
